page_key,page_number,printed_page_label,content_type,disposition,section,title_guess,statement_class,table_candidate,table_family,text_extraction_method,embedded_character_count,ocr_character_count,ocr_word_count,ocr_mean_confidence,ocr_rotation_degrees,amount_token_count,numeric_line_count,periods,continuation_candidate,continuation_of_page_key,confidence,review_reasons
ctown_fs_city_2024_03_31_audited_p025,25,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,note_disclosure_table,ocr_full_page,0,2019,290,95.1,0,37,34,"[""2020"", ""2023"", ""2024"", ""2026"", ""2028"", ""2030"", ""2031"", ""2032"", ""2033"", ""2036"", ""2038"", ""2039"", ""2045"", ""2054""]",True,ctown_fs_city_2024_03_31_audited_p024,medium,[]
ctown_fs_city_2024_03_31_audited_p026,26,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,note_disclosure_table,ocr_full_page,0,2139,347,95.57,0,10,16,"[""2015"", ""2023"", ""2024"", ""2025"", ""2026"", ""2027"", ""2028"", ""2029""]",True,ctown_fs_city_2024_03_31_audited_p025,medium,[]
ctown_fs_city_2024_03_31_audited_p027,27,,notes,financial_table_candidate,Notes,ne ee,,True,note_disclosure_table,ocr_full_page,0,1196,187,95.18,0,6,9,"[""2014"", ""2016"", ""2024"", ""2025""]",True,ctown_fs_city_2024_03_31_audited_p026,medium,[]
ctown_fs_city_2024_03_31_audited_p028,28,23,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,budget_reconciliation_note,ocr_full_page,0,1497,213,69.41,0,36,24,"[""2000"", ""2024""]",False,,low,"[""low OCR confidence; visual source review required before extraction""]"
ctown_fs_city_2024_03_31_audited_p029,29,24,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,note_disclosure_table,ocr_full_page,0,1450,206,92.8,0,42,29,"[""2023"", ""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p030,30,,notes,financial_table_candidate,Notes,See,,True,note_disclosure_table,ocr_full_page,0,2847,452,95.89,0,6,12,"[""2016"", ""2023"", ""2024""]",True,ctown_fs_city_2024_03_31_audited_p029,medium,[]
ctown_fs_city_2024_03_31_audited_p031,31,,notes,financial_note_narrative,Notes,CITY OF CHARLOTTETOWN,,False,,ocr_full_page,0,1705,237,95.34,0,0,2,"[""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p032,32,,schedule,financial_table_candidate,Schedules,— - —M—w>wo—+—S> 27,,True,tangible_capital_assets_schedule,ocr_full_page,0,1604,219,91.12,0,97,16,"[""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p033,33,,schedule,financial_table_candidate,Schedules,— 28,,True,tangible_capital_assets_schedule,ocr_full_page,0,1548,215,89.33,0,98,16,"[""2024""]",True,ctown_fs_city_2024_03_31_audited_p032,medium,[]
ctown_fs_city_2024_03_31_audited_p034,34,,schedule,financial_table_candidate,Schedules,——_<—_e — ie —— 29,,True,tangible_capital_assets_schedule,ocr_full_page,0,1604,223,88.62,0,95,16,"[""2023""]",True,ctown_fs_city_2024_03_31_audited_p033,medium,[]
ctown_fs_city_2024_03_31_audited_p035,35,,schedule,financial_table_candidate,Schedules,ee ee,,True,tangible_capital_assets_schedule,ocr_full_page,0,1482,220,85.83,0,87,15,"[""2023""]",True,ctown_fs_city_2024_03_31_audited_p034,medium,[]
ctown_fs_city_2024_03_31_audited_p036,36,31,schedule,financial_table_candidate,Schedules,CITY OF CHARLOTTETOWN,,True,segmented_disclosure_schedule,ocr_full_page,0,1709,281,87.72,0,75,25,"[""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p037,37,,schedule,financial_table_candidate,Schedules,CITY OF CHARLOTTETOWN,,True,segmented_disclosure_schedule,ocr_full_page,0,1726,281,86.47,0,75,25,"[""2023""]",True,ctown_fs_city_2024_03_31_audited_p036,medium,[]
