source_id,height_lidar_m,height_lidar_method,height_lidar_confidence,height_lidar_status,height_lidar_source_tiles,height_lidar_point_count,height_lidar_roof_m,height_lidar_ground_m,height_lidar_updated_at,height_lidar_provenance
4769,7.72,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1573,17.67,9.946,2026-05-06T22:11:52.172443+00:00,"{""area_m2"": 139.481, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.134, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.437, ""roof_p98_m"": 17.811, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4770,5.49,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1595,16.174,10.68,2026-05-06T22:11:52.172754+00:00,"{""area_m2"": 122.011, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.771, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.072, ""roof_p98_m"": 16.214, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4771,14.38,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1936,25.802,11.426,2026-05-06T22:11:52.173065+00:00,"{""area_m2"": 188.775, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.691, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.801, ""roof_p98_m"": 27.385, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4772,4.82,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1613,16.154,11.331,2026-05-06T22:11:52.173374+00:00,"{""area_m2"": 141.144, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.478, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.076, ""roof_p98_m"": 16.183, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4773,7.86,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1462,19.411,11.549,2026-05-06T22:11:52.173696+00:00,"{""area_m2"": 135.282, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.88, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.294, ""roof_p98_m"": 19.447, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4774,4.82,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1466,16.827,12.002,2026-05-06T22:11:52.173999+00:00,"{""area_m2"": 134.062, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.146, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.754, ""roof_p98_m"": 16.861, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4775,7.74,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2903,23.705,15.961,2026-05-06T22:11:52.174326+00:00,"{""area_m2"": 292.729, ""ground_buffer_m"": 3, ""ground_p50_m"": 16.233, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 23.529, ""roof_p98_m"": 23.784, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4776,8.35,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2289,23.905,15.559,2026-05-06T22:11:52.174648+00:00,"{""area_m2"": 230.027, ""ground_buffer_m"": 3, ""ground_p50_m"": 15.957, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 23.779, ""roof_p98_m"": 23.956, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4777,4.58,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1018,18.441,13.865,2026-05-06T22:11:52.174945+00:00,"{""area_m2"": 103.887, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.154, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.369, ""roof_p98_m"": 19.39, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4778,4.26,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1851,19.919,15.66,2026-05-06T22:11:52.175260+00:00,"{""area_m2"": 180.871, ""ground_buffer_m"": 3, ""ground_p50_m"": 15.744, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.847, ""roof_p98_m"": 19.946, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4779,12.71,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1723,28.216,15.502,2026-05-06T22:11:52.175572+00:00,"{""area_m2"": 173.973, ""ground_buffer_m"": 3, ""ground_p50_m"": 15.692, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 25.104, ""roof_p98_m"": 30.659, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4780,7.95,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1493,23.739,15.787,2026-05-06T22:11:52.175882+00:00,"{""area_m2"": 137.5, ""ground_buffer_m"": 3, ""ground_p50_m"": 15.991, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 23.676, ""roof_p98_m"": 27.918, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4781,7.9,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1733,24.26,16.359,2026-05-06T22:11:52.176197+00:00,"{""area_m2"": 162.129, ""ground_buffer_m"": 3, ""ground_p50_m"": 16.547, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.173, ""roof_p98_m"": 24.296, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4782,4.91,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1667,22.996,18.091,2026-05-06T22:11:52.176508+00:00,"{""area_m2"": 149.107, ""ground_buffer_m"": 3, ""ground_p50_m"": 18.393, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 22.947, ""roof_p98_m"": 23.027, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4783,10.23,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1979,28.875,18.644,2026-05-06T22:11:52.176824+00:00,"{""area_m2"": 206.651, ""ground_buffer_m"": 3, ""ground_p50_m"": 18.796, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 25.108, ""roof_p98_m"": 31.178, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4784,4.88,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2011,24.735,19.86,2026-05-06T22:11:52.177136+00:00,"{""area_m2"": 191.429, ""ground_buffer_m"": 3, ""ground_p50_m"": 20.085, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.551, ""roof_p98_m"": 24.845, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4785,4.73,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2028,24.329,19.596,2026-05-06T22:11:52.177451+00:00,"{""area_m2"": 181.547, ""ground_buffer_m"": 3, ""ground_p50_m"": 19.803, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.2, ""roof_p98_m"": 24.442, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4786,4.69,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2452,24.211,19.525,2026-05-06T22:11:52.177782+00:00,"{""area_m2"": 213.625, ""ground_buffer_m"": 3, ""ground_p50_m"": 19.658, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.161, ""roof_p98_m"": 25.17, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4787,11.15,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},2848,30.541,19.391,2026-05-06T22:11:52.178165+00:00,"{""area_m2"": 260.811, ""ground_buffer_m"": 3, ""ground_p50_m"": 19.574, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 29.415, ""roof_p98_m"": 31.577, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4788,5.2,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1966,24.971,19.769,2026-05-06T22:11:52.178544+00:00,"{""area_m2"": 188.896, ""ground_buffer_m"": 3, ""ground_p50_m"": 19.958, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.857, ""roof_p98_m"": 25.024, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4789,7.39,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1082,27.419,20.034,2026-05-06T22:11:52.178939+00:00,"{""area_m2"": 100.849, ""ground_buffer_m"": 3, ""ground_p50_m"": 20.297, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 27.334, ""roof_p98_m"": 27.458, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4790,4.26,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_689000.copc.laz},1556,28.239,23.979,2026-05-06T22:11:52.179332+00:00,"{""area_m2"": 142.94, ""ground_buffer_m"": 3, ""ground_p50_m"": 24.319, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 28.128, ""roof_p98_m"": 28.296, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4791,4.86,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_689000.copc.laz},1589,31.727,26.866,2026-05-06T22:11:52.179681+00:00,"{""area_m2"": 140.564, ""ground_buffer_m"": 3, ""ground_p50_m"": 26.99, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 31.655, ""roof_p98_m"": 31.752, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4792,8.14,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_689000.copc.laz},6511,30.656,22.516,2026-05-06T22:11:52.180278+00:00,"{""area_m2"": 395.193, ""ground_buffer_m"": 3, ""ground_p50_m"": 23.294, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 30.472, ""roof_p98_m"": 30.74, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4793,7.35,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_689000.copc.laz},1327,30.191,22.841,2026-05-06T22:11:52.180716+00:00,"{""area_m2"": 118.211, ""ground_buffer_m"": 3, ""ground_p50_m"": 23.005, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 29.972, ""roof_p98_m"": 30.266, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4794,7.69,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_689000.copc.laz},1208,24.829,17.136,2026-05-06T22:11:52.181176+00:00,"{""area_m2"": 126.983, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.716, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.737, ""roof_p98_m"": 24.884, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4795,6.78,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_689000.copc.laz},2575,17.237,10.46,2026-05-06T22:11:52.181679+00:00,"{""area_m2"": 136.161, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.038, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.141, ""roof_p98_m"": 17.288, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4796,3.95,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_692000.copc.laz},2925,48.242,44.294,2026-05-06T22:11:52.182018+00:00,"{""area_m2"": 247.874, ""ground_buffer_m"": 3, ""ground_p50_m"": 44.507, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 48.222, ""roof_p98_m"": 48.283, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4797,4.79,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},927,9.094,4.302,2026-05-06T22:11:52.182334+00:00,"{""area_m2"": 63.81, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.732, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 8.925, ""roof_p98_m"": 9.243, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4798,9.61,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},1964,13.948,4.338,2026-05-06T22:11:52.182663+00:00,"{""area_m2"": 205.736, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.505, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.411, ""roof_p98_m"": 14.224, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4799,8.17,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},1478,12.007,3.836,2026-05-06T22:11:52.182973+00:00,"{""area_m2"": 157.25, ""ground_buffer_m"": 3, ""ground_p50_m"": 3.953, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.551, ""roof_p98_m"": 12.107, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4800,5.89,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2077,15.168,9.274,2026-05-06T22:11:52.183294+00:00,"{""area_m2"": 174.873, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.569, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.091, ""roof_p98_m"": 15.224, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4801,9.78,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},1828,19.614,9.838,2026-05-06T22:11:52.183605+00:00,"{""area_m2"": 190.973, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.01, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.063, ""roof_p98_m"": 21.648, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4802,8.33,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},3912,13.167,4.837,2026-05-06T22:11:52.183951+00:00,"{""area_m2"": 357.979, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.299, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.677, ""roof_p98_m"": 13.464, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4803,10.16,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2829,15.978,5.814,2026-05-06T22:11:52.184289+00:00,"{""area_m2"": 246.135, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.192, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.618, ""roof_p98_m"": 16.186, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4804,7.81,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2676,13.411,5.597,2026-05-06T22:11:52.184622+00:00,"{""area_m2"": 275.667, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.931, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.036, ""roof_p98_m"": 13.584, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4805,9.15,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},1772,13.579,4.432,2026-05-06T22:11:52.184938+00:00,"{""area_m2"": 164.959, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.787, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.1, ""roof_p98_m"": 13.792, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4806,10.0,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2012,14.64,4.641,2026-05-06T22:11:52.185264+00:00,"{""area_m2"": 186.915, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.97, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.999, ""roof_p98_m"": 15.691, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4807,10.36,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},1501,15.495,5.135,2026-05-06T22:11:52.185575+00:00,"{""area_m2"": 145.703, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.327, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.231, ""roof_p98_m"": 15.587, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4808,7.9,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2271,12.162,4.263,2026-05-06T22:11:52.185935+00:00,"{""area_m2"": 208.119, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.503, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.947, ""roof_p98_m"": 12.263, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4809,7.65,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},1352,12.419,4.771,2026-05-06T22:11:52.186251+00:00,"{""area_m2"": 130.424, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.91, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.156, ""roof_p98_m"": 12.641, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4810,8.73,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},1600,14.217,5.483,2026-05-06T22:11:52.186565+00:00,"{""area_m2"": 143.741, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.864, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.064, ""roof_p98_m"": 14.316, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4811,8.55,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},1723,14.145,5.592,2026-05-06T22:11:52.186874+00:00,"{""area_m2"": 167.646, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.787, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.003, ""roof_p98_m"": 14.214, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4812,8.45,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},3752,19.646,11.193,2026-05-06T22:11:52.187212+00:00,"{""area_m2"": 370.788, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.367, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.421, ""roof_p98_m"": 19.777, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4813,9.14,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_387000_688000.copc.laz},2313,19.565,10.42,2026-05-06T22:11:52.187529+00:00,"{""area_m2"": 210.083, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.078, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.324, ""roof_p98_m"": 19.658, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4814,4.96,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1219,14.104,9.139,2026-05-06T22:11:52.187835+00:00,"{""area_m2"": 110.281, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.532, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.025, ""roof_p98_m"": 14.14, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4815,5.88,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1071,15.166,9.285,2026-05-06T22:11:52.188137+00:00,"{""area_m2"": 94.599, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.481, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.006, ""roof_p98_m"": 16.028, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4816,7.42,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1381,17.689,10.269,2026-05-06T22:11:52.188449+00:00,"{""area_m2"": 130.115, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.559, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.569, ""roof_p98_m"": 17.747, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4817,4.83,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1703,15.681,10.85,2026-05-06T22:11:52.188761+00:00,"{""area_m2"": 158.356, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.232, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.569, ""roof_p98_m"": 15.738, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4818,6.97,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1917,16.795,9.827,2026-05-06T22:11:52.189071+00:00,"{""area_m2"": 173.367, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.952, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.664, ""roof_p98_m"": 16.857, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4819,8.08,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1497,16.575,8.499,2026-05-06T22:11:52.189375+00:00,"{""area_m2"": 124.797, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.759, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.766, ""roof_p98_m"": 17.562, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4820,5.84,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1385,14.167,8.329,2026-05-06T22:11:52.189685+00:00,"{""area_m2"": 117.562, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.516, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.078, ""roof_p98_m"": 14.205, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
4821,5.15,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_688000.copc.laz},1984,19.241,14.094,2026-05-06T22:11:52.189997+00:00,"{""area_m2"": 183.597, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.349, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.126, ""roof_p98_m"": 19.277, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
