source_id,height_lidar_m,height_lidar_method,height_lidar_confidence,height_lidar_status,height_lidar_source_tiles,height_lidar_point_count,height_lidar_roof_m,height_lidar_ground_m,height_lidar_updated_at,height_lidar_provenance
44,13.82,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},6201,15.491,1.67,2026-05-06T22:11:50.499679+00:00,"{""area_m2"": 659.218, ""ground_buffer_m"": 3, ""ground_p50_m"": 2.006, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.415, ""roof_p98_m"": 15.537, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
45,12.6,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_687000.copc.laz},42298,26.931,14.33,2026-05-06T22:11:50.500592+00:00,"{""area_m2"": 5477.519, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.657, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 26.87, ""roof_p98_m"": 26.969, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
46,0.87,roof_p95_minus_ground_p05_v1,needs_review,derived,{pei_2020_389000_687000.copc.laz},30914,15.334,14.469,2026-05-06T22:11:50.501317+00:00,"{""area_m2"": 4633.742, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.951, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.313, ""roof_p98_m"": 15.36, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
47,6.78,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_686000.copc.laz},1884,11.393,4.618,2026-05-06T22:11:50.501651+00:00,"{""area_m2"": 182.692, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.998, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.164, ""roof_p98_m"": 11.46, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
48,7.28,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_691000.copc.laz},80678,30.544,23.262,2026-05-06T22:11:50.503824+00:00,"{""area_m2"": 10268.683, ""ground_buffer_m"": 3, ""ground_p50_m"": 24.075, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 30.527, ""roof_p98_m"": 30.648, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
49,1.16,roof_p95_minus_ground_p05_v1,needs_review,derived,{pei_2020_389000_686000.copc.laz},7924,3.659,2.5,2026-05-06T22:11:50.504274+00:00,"{""area_m2"": 957.396, ""ground_buffer_m"": 3, ""ground_p50_m"": 2.646, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 3.556, ""roof_p98_m"": 4.185, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
50,5.48,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_686000.copc.laz},2332,9.102,3.624,2026-05-06T22:11:50.504610+00:00,"{""area_m2"": 203.816, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.115, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 8.95, ""roof_p98_m"": 10.062, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
51,11.58,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_686000.copc.laz},1514,17.992,6.411,2026-05-06T22:11:50.504924+00:00,"{""area_m2"": 122.009, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.208, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.173, ""roof_p98_m"": 18.213, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
52,9.02,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_686000.copc.laz},6399,14.09,5.072,2026-05-06T22:11:50.505303+00:00,"{""area_m2"": 697.438, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.354, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.044, ""roof_p98_m"": 15.196, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
53,9.22,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_686000.copc.laz},2662,15.701,6.482,2026-05-06T22:11:50.505661+00:00,"{""area_m2"": 134.382, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.634, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.386, ""roof_p98_m"": 18.15, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
54,12.35,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_686000.copc.laz},12297,11.76,-0.591,2026-05-06T22:11:50.506220+00:00,"{""area_m2"": 897.869, ""ground_buffer_m"": 3, ""ground_p50_m"": 1.229, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.022, ""roof_p98_m"": 12.216, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
55,13.01,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_688000.copc.laz},74843,15.58,2.568,2026-05-06T22:11:50.507679+00:00,"{""area_m2"": 9735.807, ""ground_buffer_m"": 3, ""ground_p50_m"": 3.854, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.497, ""roof_p98_m"": 15.648, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
56,9.72,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_688000.copc.laz},12376,12.478,2.76,2026-05-06T22:11:50.508276+00:00,"{""area_m2"": 1530.258, ""ground_buffer_m"": 3, ""ground_p50_m"": 3.356, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.291, ""roof_p98_m"": 12.577, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
57,10.44,roof_p95_minus_ground_p05_v1,high,derived,"{pei_2020_391000_688000.copc.laz,pei_2020_391000_689000.copc.laz}",28959,13.788,3.351,2026-05-06T22:11:50.508946+00:00,"{""area_m2"": 3534.741, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.099, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.774, ""roof_p98_m"": 13.804, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
58,9.98,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_391000_688000.copc.laz},5094,12.552,2.574,2026-05-06T22:11:50.509362+00:00,"{""area_m2"": 613.351, ""ground_buffer_m"": 3, ""ground_p50_m"": 2.734, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.529, ""roof_p98_m"": 12.602, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
59,8.41,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_689000.copc.laz},3022,15.883,7.471,2026-05-06T22:11:50.509699+00:00,"{""area_m2"": 301.533, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.927, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.697, ""roof_p98_m"": 15.965, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
60,9.39,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},3334,25.903,16.517,2026-05-06T22:11:50.510050+00:00,"{""area_m2"": 355.079, ""ground_buffer_m"": 3, ""ground_p50_m"": 16.989, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 25.719, ""roof_p98_m"": 25.967, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
61,19.08,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},105938,41.941,22.865,2026-05-06T22:11:50.511924+00:00,"{""area_m2"": 12167.138, ""ground_buffer_m"": 3, ""ground_p50_m"": 27.857, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 41.334, ""roof_p98_m"": 42.415, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
62,14.38,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},97640,38.128,23.75,2026-05-06T22:11:50.514314+00:00,"{""area_m2"": 11840.512, ""ground_buffer_m"": 3, ""ground_p50_m"": 24.331, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 38.065, ""roof_p98_m"": 43.204, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
63,12.45,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},36311,39.989,27.54,2026-05-06T22:11:50.515665+00:00,"{""area_m2"": 4139.965, ""ground_buffer_m"": 3, ""ground_p50_m"": 27.689, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 39.955, ""roof_p98_m"": 40.02, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
64,7.9,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},14179,27.043,19.139,2026-05-06T22:11:50.516188+00:00,"{""area_m2"": 1684.285, ""ground_buffer_m"": 3, ""ground_p50_m"": 19.527, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 27.012, ""roof_p98_m"": 27.093, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
65,11.87,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},41109,38.669,26.804,2026-05-06T22:11:50.517270+00:00,"{""area_m2"": 4642.634, ""ground_buffer_m"": 3, ""ground_p50_m"": 27.096, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 35.615, ""roof_p98_m"": 38.754, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
66,13.76,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},22020,42.087,28.325,2026-05-06T22:11:50.517921+00:00,"{""area_m2"": 2534.63, ""ground_buffer_m"": 3, ""ground_p50_m"": 29.327, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 41.288, ""roof_p98_m"": 42.288, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
67,12.95,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},12463,40.884,27.93,2026-05-06T22:11:50.518461+00:00,"{""area_m2"": 1330.812, ""ground_buffer_m"": 3, ""ground_p50_m"": 28.507, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 40.311, ""roof_p98_m"": 41.2, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
68,15.97,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},11046,44.747,28.781,2026-05-06T22:11:50.518980+00:00,"{""area_m2"": 1159.041, ""ground_buffer_m"": 3, ""ground_p50_m"": 29.62, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 44.711, ""roof_p98_m"": 44.771, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
69,14.3,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},5968,42.511,28.212,2026-05-06T22:11:50.519404+00:00,"{""area_m2"": 602.487, ""ground_buffer_m"": 3, ""ground_p50_m"": 28.668, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 42.319, ""roof_p98_m"": 42.602, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
70,17.14,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},5395,45.403,28.265,2026-05-06T22:11:50.519801+00:00,"{""area_m2"": 550.624, ""ground_buffer_m"": 3, ""ground_p50_m"": 28.462, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 44.991, ""roof_p98_m"": 45.672, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
71,9.7,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},13172,38.306,28.609,2026-05-06T22:11:50.520396+00:00,"{""area_m2"": 1380.639, ""ground_buffer_m"": 3, ""ground_p50_m"": 28.914, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 38.128, ""roof_p98_m"": 38.433, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
72,8.48,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},18305,28.76,20.279,2026-05-06T22:11:50.520950+00:00,"{""area_m2"": 2060.837, ""ground_buffer_m"": 3, ""ground_p50_m"": 20.43, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 28.743, ""roof_p98_m"": 28.804, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
73,14.14,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},13876,41.698,27.56,2026-05-06T22:11:50.521534+00:00,"{""area_m2"": 1518.259, ""ground_buffer_m"": 3, ""ground_p50_m"": 27.944, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 41.176, ""roof_p98_m"": 42.283, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
74,9.35,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},16266,36.641,27.288,2026-05-06T22:11:50.522258+00:00,"{""area_m2"": 1952.312, ""ground_buffer_m"": 3, ""ground_p50_m"": 27.672, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 36.62, ""roof_p98_m"": 36.782, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
75,15.3,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},5558,43.721,28.423,2026-05-06T22:11:50.522610+00:00,"{""area_m2"": 540.129, ""ground_buffer_m"": 3, ""ground_p50_m"": 28.815, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 43.688, ""roof_p98_m"": 43.76, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
76,8.74,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_690000.copc.laz},9277,27.866,19.125,2026-05-06T22:11:50.523081+00:00,"{""area_m2"": 922.105, ""ground_buffer_m"": 3, ""ground_p50_m"": 19.852, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 27.663, ""roof_p98_m"": 27.985, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
77,7.82,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_690000.copc.laz},45502,31.353,23.535,2026-05-06T22:11:50.524210+00:00,"{""area_m2"": 6923.906, ""ground_buffer_m"": 3, ""ground_p50_m"": 24.236, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 31.294, ""roof_p98_m"": 32.593, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
78,8.18,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_690000.copc.laz},34731,30.825,22.646,2026-05-06T22:11:50.525016+00:00,"{""area_m2"": 4792.375, ""ground_buffer_m"": 3, ""ground_p50_m"": 22.812, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 30.778, ""roof_p98_m"": 31.904, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
79,7.96,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_690000.copc.laz},18802,30.728,22.772,2026-05-06T22:11:50.525661+00:00,"{""area_m2"": 2537.024, ""ground_buffer_m"": 3, ""ground_p50_m"": 23.5, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 30.712, ""roof_p98_m"": 30.793, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
80,8.03,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_690000.copc.laz},8461,30.758,22.731,2026-05-06T22:11:50.526149+00:00,"{""area_m2"": 1096.609, ""ground_buffer_m"": 3, ""ground_p50_m"": 23.742, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 30.261, ""roof_p98_m"": 31.312, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
81,8.13,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_690000.copc.laz},189274,17.776,9.65,2026-05-06T22:11:50.532994+00:00,"{""area_m2"": 12191.026, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.939, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.2, ""roof_p98_m"": 18.616, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
82,12.72,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_689000.copc.laz},57248,19.085,6.365,2026-05-06T22:11:50.534740+00:00,"{""area_m2"": 7814.642, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.456, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.702, ""roof_p98_m"": 19.348, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
83,11.7,roof_p95_minus_ground_p05_v1,high,derived,"{pei_2020_388000_689000.copc.laz,pei_2020_388000_690000.copc.laz}",83402,24.481,12.786,2026-05-06T22:11:50.536457+00:00,"{""area_m2"": 11655.161, ""ground_buffer_m"": 3, ""ground_p50_m"": 16.229, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.461, ""roof_p98_m"": 24.507, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
84,8.77,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_388000_690000.copc.laz},16826,31.637,22.872,2026-05-06T22:11:50.537111+00:00,"{""area_m2"": 2567.687, ""ground_buffer_m"": 3, ""ground_p50_m"": 23.387, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 31.5, ""roof_p98_m"": 31.855, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
85,12.84,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},22482,39.267,26.428,2026-05-06T22:11:50.537838+00:00,"{""area_m2"": 2435.285, ""ground_buffer_m"": 3, ""ground_p50_m"": 27.502, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 38.742, ""roof_p98_m"": 39.777, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
86,10.9,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},10188,34.729,23.826,2026-05-06T22:11:50.538296+00:00,"{""area_m2"": 1131.196, ""ground_buffer_m"": 3, ""ground_p50_m"": 24.204, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 34.713, ""roof_p98_m"": 34.757, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
87,8.84,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},11138,33.352,24.515,2026-05-06T22:11:50.538745+00:00,"{""area_m2"": 1173.191, ""ground_buffer_m"": 3, ""ground_p50_m"": 25.648, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 33.041, ""roof_p98_m"": 33.69, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
88,18.01,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},15706,39.978,21.973,2026-05-06T22:11:50.539244+00:00,"{""area_m2"": 1913.872, ""ground_buffer_m"": 3, ""ground_p50_m"": 22.172, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 39.81, ""roof_p98_m"": 40.94, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
89,13.46,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},11426,38.571,25.108,2026-05-06T22:11:50.539808+00:00,"{""area_m2"": 1234.362, ""ground_buffer_m"": 3, ""ground_p50_m"": 25.907, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 38.467, ""roof_p98_m"": 38.781, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
90,22.15,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},15785,48.907,26.761,2026-05-06T22:11:50.540510+00:00,"{""area_m2"": 1421.897, ""ground_buffer_m"": 3, ""ground_p50_m"": 27.55, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 48.885, ""roof_p98_m"": 48.94, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
91,17.45,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_689000.copc.laz},16480,44.946,27.5,2026-05-06T22:11:50.541081+00:00,"{""area_m2"": 1631.978, ""ground_buffer_m"": 3, ""ground_p50_m"": 27.883, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 44.645, ""roof_p98_m"": 45.116, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
92,8.99,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_688000.copc.laz},33184,20.201,11.212,2026-05-06T22:11:50.541897+00:00,"{""area_m2"": 4228.338, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.733, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.18, ""roof_p98_m"": 20.255, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
93,9.6,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_688000.copc.laz},6200,21.217,11.613,2026-05-06T22:11:50.542310+00:00,"{""area_m2"": 681.169, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.437, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.039, ""roof_p98_m"": 21.3, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
94,15.89,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_389000_688000.copc.laz},21649,29.654,13.76,2026-05-06T22:11:50.542970+00:00,"{""area_m2"": 2135.509, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.39, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 27.971, ""roof_p98_m"": 29.895, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
95,20.21,roof_p95_minus_ground_p05_v1,high,derived,"{pei_2020_389000_689000.copc.laz,pei_2020_389000_690000.copc.laz}",33644,48.334,28.125,2026-05-06T22:11:50.543646+00:00,"{""area_m2"": 3770.417, ""ground_buffer_m"": 3, ""ground_p50_m"": 29.45, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 48.307, ""roof_p98_m"": 51.516, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
96,13.23,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},3473,22.477,9.25,2026-05-06T22:11:50.544002+00:00,"{""area_m2"": 437.942, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.45, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.859, ""roof_p98_m"": 22.944, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
